,FINAL_FIX,sentiment,confidence,label
718,terimakasih atas alam beli tiket konser yg kena,1,0.9995701909065247,Positive
721,sistem jeleekkkkk fee nya doang gede banget nyari cuan banyak nya tp servernya sampah gabisa masuk sama sekaliiii keluar terus padahal gada problem sama jaring kapok pake app was was sama data pribadi bocor jugaa,0,0.9999420642852783,Negative
724,walapun kurang nya gpp berkat aku nonton konser yoongi,0,0.9997777342796326,Negative
725,aplikasi gateli kali gausah jadi promotor btsarmy,0,0.9999188184738159,Negative
726,sangat bagus apk nya lot,1,0.9918670058250427,Positive
727,server lot mental mulu crash kok sampe tengah jam,0,0.9999346733093262,Negative
728,baik baik apknya buat war tiket konser ngecarsh gin emang sengaja buat ordal,0,0.9998514652252197,Negative
729,aplikasi kotor jelek jelek jelek bangetttttt butut jelekkk bangettttt,0,0.9999319314956665,Negative
731,day sampe pantengin ga dpt parah kalo siap ga ush jd vendor,0,0.9999346733093262,Negative
732,fokus aja jual tiket hotel kereta pesawat jangan jual tiket konser plis banget khusus tiket konser korea,0,0.9997813105583191,Negative
733,fee doang gede sistem nya tuh benerin ngantre buat bayar aja lama banget pas tiket malah habis semua kocak btw beneran abis jual apa disimpen,0,0.999924898147583,Negative
734,biaya doang mahal aplikasi jeleee title sih general sale ko beberapa cat ga buy apa tuh,0,0.9999300241470337,Negative
735,aplikasi jujur tipu banyak orang dasar tipu,0,0.9998241066932678,Negative
737,ticketing agust d day mau membership mau gensale parah banget gensale ga masuk sama sekali moga artis hybe utama artis kpop ga yg pake jasa lot sepele the power of army,0,0.9999179840087891,Negative
740,fee doang gede kualitas beli tiket noll besar jarak book payment biasa cuma menit sampe tengah jam orang war tiket beneran kan hahaha kocakk,0,0.9998948574066162,Negative
741,banyak tiket buat orang dalem wkwk,1,0.9986182451248169,Positive
743,kotor moga dosa kalian turun ga abis,0,0.9999240636825562,Negative
745,fee doang gede sistem ancurrr juancooookkkkk,0,0.9999308586120605,Negative
746,biaya mahal aplikasi jelek bgt dah,0,0.999934196472168,Negative
747,aplikasi crush mulu padahal biaya platform mahal,0,0.9999228715896606,Negative
749,aplikasi jelek bulan puasa bikin emosi,0,0.9999101161956787,Negative
750,gabisa ketemu min yoongi woy,0,0.9999233484268188,Negative
751,kalo gak siap buat war tuh jan sok an dong,0,0.9999372959136963,Negative
752,bener kalau siapin acara war tiket sebel ga dapet mau kamu jawab pakai yang bukan rezeki  gitu sbg sama manusia kerja sama,0,0.9995893836021423,Negative
755,tiket dikeep sendiri fee aja gede tp curang,0,0.9999231100082397,Negative
756,jelek banget sebel banget mau masuk buat ngewar tiket susah banget sekali masuk malah udah habis tiket,0,0.9999350309371948,Negative
758,the worst system for concert do n t be a platform if u ca n t serve better,0,0.9998965263366699,Negative
759,sistem buruk bikin emosi jelek banget pokok jangan download,0,0.9999305009841919,Negative
760,paylater aku ko ga disetujuin,0,0.9999310970306396,Negative
762,sangat buruk sekali beli tiket konser baik servernya jgn cuma balas pakai template,0,0.9999141693115234,Negative
763,ga efisien war tiket konser judul udah tulis day day day pas pilih section aja kalender yg nambah effort buat ngescroll makin lama step lanjut,0,0.9987624883651733,Negative
766,when biaya platform tinggi servernya down terus huuuuh jelek,0,0.9999297857284546,Negative
768,aplikasi burik nge carsh muluu,0,0.9998998641967773,Negative
769,war tiket konser sini sangat fair terlalu banyak curang,0,0.9998655319213867,Negative
770,fee nya mahal bgt servernya bobrok masyaallah maaf kasi bintang soal servernya benerbener jelek bgt,0,0.9999387264251709,Negative
772,kalo kerja bener otak isi duit mulu sih lu gue sumpahin doa doa orang rasa sakit dijabah sama allah bulan ramadhan kayak gin,0,0.9995929598808289,Negative
774,fee doang gede sistem ancur,0,0.9999377727508545,Negative
775,udah tinggal bayar tiket start menit mulai war tiket malah ga bs bs payment sampe jam cuma coba terus henti main kotor soal tiket konser,0,0.9999442100524902,Negative
776,curang bgt jual tiket konser agust d calo,0,0.9998633861541748,Negative
777,aplikasi sampah banyak manusia jahat dalam ga deh pake ni apk,0,0.9999058246612549,Negative
779,aplikasi lot mau ticketing konser gagal terus padahal biaya admin rb layan gak sesuai sama apa yg keluar jelek,0,0.9999377727508545,Negative
783,this application so bad cant access and once we were able to access all ticket is soldout in mute,0,0.9999326467514038,Negative
788,fee mahal ga banding dg sistem yg mudah error,0,0.9999196529388428,Negative
789,kalo gk siap buat war gk usah terima tawar kalo ujung nya crash semua,0,0.9999237060546875,Negative
791,gak jelas apk nya bobrok banget ewh,0,0.9999384880065918,Negative
792,aplikasi kecewa poll jgn download guys,0,0.9998835325241089,Negative
794,payah layan nya war tiket awal susah akses sekali masuk pas mau pilih tiket terang nya udah limit,0,0.9999411106109619,Negative
795,gunain pas war tiket agustd bahkan gakebuka sama sekali tiba tiba udh sold kadang pas available tiket gabisa klik servernya baik terimakasih,0,0.9999107122421265,Negative
796,parah banget ngehold bayar tiket konser jam jam padahal bayar kasi wajtu menit doang status udah fullbook aneh,0,0.9999358654022217,Negative
799,kalo emang ga curang minimal webnya jangan low quality lah,0,0.9999090433120728,Negative
801,buruk lah pokok down mulu app sama servernya mau beli aja susah bat jelek nih app,0,0.9999314546585083,Negative
805,dasar becus ngurus tiket konser sangat kecewa sekali sama layan yg sesuai,0,0.9999103546142578,Negative
806,biarin aja kena adzab lu puasa puasa dzolim,0,0.9999324083328247,Negative
808,sumpah gue kesel banget sama lo nya maenin sistem war tiket suga gws deh lo,0,0.9999352693557739,Negative
810,korupsi ada curang adil beri kuota tiketing aplikasi jelek sm lot grgr org dalem dahulu makanya lot bahkan bintang satu terlalu bagus buat app moga puasa gk guna selamat kelaperan doang bye,0,0.9999103546142578,Negative
812,ngga usah sok sok an jadi partnership promotor konser deh,0,0.9999339580535889,Negative
813,biaya platform mahal mahal crash parah pas masuk udah sold,0,0.9999333620071411,Negative
814,apk sesat payah gak pernah intropeksi,0,0.9999301433563232,Negative
816,aplikasi bodoh bagaimana cara nya orang mau war tiket konser dgn lacar kalo aplikasi nya kayak begini bodoh tolol memang,0,0.9999336004257202,Negative
818,fee gede sistem gak jelas makan duit haram tuh gak pernah berkah loh mana bulan puasa nih tiati,0,0.9999312162399292,Negative
820,jelek apa war ticket setting bgtu biar org dalem aja yg dapet,0,0.9998993873596191,Negative
824,kek taik gue ga dapet tiket konser gegara serverlu kek taik anj,0,0.999915599822998,Negative
827,jelek banget gk bs akses tiba tiket habis,0,0.9999364614486694,Negative
829,buat war jelek banget allah puasa bikin gedeg kali benah,0,0.9999203681945801,Negative
831,jelekk banget server crash terus,0,0.9999340772628784,Negative
832,org dzalim jahat busuk curang layan buruk,0,0.9999301433563232,Negative
834,aplikasi jelek banget war tiket konser suga general sales day ga masuk gilir masuk tiket ga klik sampe kali klik coba kali masuk cat yg ku mau udh full booked gilir mau pindah cat malah keluar klik coba kali buat masuk gilir udh full booked war day ga masuk sama sekali baru masuk jam full booked day sama ga masuk gilir masuk jam full booked asli jelek banget,0,0.9999384880065918,Negative
835,gausah ngadain war tiket konser deh kalo appnya ga pada,0,0.9999220371246338,Negative
837,bad ga handle bot unprofessional,0,0.9999018907546997,Negative
840,gausah install jelek banget sistem,0,0.9999279975891113,Negative
841,fee doang gede sistem nya jelek bgt,0,0.9999363422393799,Negative
843,kurang bagus severnya down terus tiket konser,0,0.9999382495880127,Negative
846,ucap astagfirullah tobat deh lu ,0,0.9998921155929565,Negative
848,server down crash error mulu,0,0.9999276399612427,Negative
850,jelek licik ga adil fix your app asap do n t corrupt,0,0.9999251365661621,Negative
851,gatau tiket emng udah book sama ordal emng bner habis sama beli asli,0,0.9998416900634766,Negative
854,first time mau beli tiket sini kecewa bgt benci gua,0,0.9999322891235352,Negative
855,jelek banget war tiket konser loading mulu udah bayar mahal mahal aplikasi gak dibenerin banyak org dalem yg ngekeep tiket konser bgst,0,0.9999345541000366,Negative
858,main kotor pake orang dalem tiket konser harga ditinggiin gak jujur platform nyaa,0,0.9999397993087769,Negative
861,baik dong gimana si kasi army yg mau beli tiket lama banget,0,0.9999082088470459,Negative
863,sistem jelek terlalu gampang buyer heran gue,0,0.9999358654022217,Negative
864,fee doang gede sistem ancur,0,0.9999377727508545,Negative
866,fee gede tiket ghoib main curang keep tiket buat ordal hadeuh tobat dah bulan puasa gin bukan cari pahala malah nambah dosa,0,0.9999358654022217,Negative
869,jelek banget aplikasi gk buka mau beli tiket agustd web gk muncul coba terus payah banget,0,0.9999339580535889,Negative
870,transparan jual tiket app crash sama sekali masuk padahal biaya layan mahal,0,0.9999319314956665,Negative
873,kesel banget nge war tiket masa udh tahap payment malah error,0,0.9999271631240845,Negative
874,platform admin fee k tp ngecrash wkwk gausa nyalahin akses internet speed gue udah maksimal,0,0.9999265670776367,Negative
875,jelek bgt parah ancurrr buat war tiket konser kalo emang gabisa mending gak usah gak fee k buat biaya platform tp layan begini,0,0.9999265670776367,Negative
877,lo ga tau fans kpop indo sgmna banyak tiap war ngecrash mulu lokan bayar,0,0.9998536109924316,Negative
878,gua kesel karna banyak calo ga dapet war tiket mau payment malah balik halaman awal bye,0,0.9999251365661621,Negative
880,bener bener fee k buat aps lot menit war tiket loading doang,0,0.9999138116836548,Negative
881,aplikasi sangat buruk mau beli tiket konser agustd ga masuk padahal biaya aplikasi k malah ga masuk,0,0.9999223947525024,Negative
882,aplikasi jelek crash mulu ui ux nya baik banyak pesan pemberitahuan ga,0,0.9998965263366699,Negative
883,gajelas lu babik kalo mau keep buat org dalem jangan jual sekali tiket anj,0,0.9999127388000488,Negative
884,biaya platfroom besar asli besar,0,0.9998205304145813,Negative
886,buat tiket suga banyak banget orang dalem bayar rebu buat biaya platform platfrom nya crash muly lollllll,0,0.9999032020568848,Negative
887,aplikasi jelek banget hari pertama ngecrash hari dua baik eh engga malah makin buruk ancur deh pokok,0,0.999934196472168,Negative
888,layak buat tiketing konser gede,1,0.9989638328552246,Positive
889,aplikasi siap beli sekala besar,1,0.5987093448638916,Positive
890,fee doang gede pas ticketing gabisa dipake,0,0.9999254941940308,Negative
892,server sengaja bikin lama staffnya,0,0.999936580657959,Negative
893,jadi platform jual tiket kpop kok main main,0,0.988369345664978,Negative
896,entah siapa yg ngehack system masa it nya gatau gabisa cegah paling ga dibenerin tengah jalan kek,0,0.9999271631240845,Negative
897,kecewa kait war tiket suga padahal udah tinggal payment gajadi jadi,0,0.9999401569366455,Negative
899,aplikasi gaberguna banget buat beli tiket konser udah mah nambahin biaya platform pas war jelek makanya gausa sistem orang dalem gaberguna,0,0.9999241828918457,Negative
900,menu check in online tak muncul aplikasi,0,0.9999152421951294,Negative
901,banyak banget curang sistem sangat sangat buruk fee platform mahal tetap jelek rekomendasi aplikasi,0,0.9999289512634277,Negative
902,fee konser suga aja minta upgrade servernya gak diupgrade crash parah bom jadwal aja servernya udah down hahaha moga berkah semua pegawai,0,0.9999364614486694,Negative
904,servernya payah masa mau ticketing malah crash boro boro klik tiket mau masuk aja gak,0,0.9999340772628784,Negative
905,saat genting loading mlu gaesiki,0,0.9998983144760132,Negative
906,aplikasi pantas jadi tempat war of concert k pop antri transparan selalu tunggu proses coba dapat sangat buruk jauh lebih buruk aplikasi play store baik jangan minta fee gede k aplikasi ngotot coba server buruk,0,0.9998863935470581,Negative
907,server nya bener cok apa rb lot banget,0,0.9999175071716309,Negative
908,gamau ngasih review biarin aja sitemnya jelek kaya gin terus gue gamau karna kritik gue bikin founder motivasi buat ngembangin aplikasi jadi lebih baik war tiket konser high traffic susah banget pas udah masuk malah langsung sold out kalo artis gue suka konser indo pake platform mending gue pake jastip aja fee platform sampe k bad quality gaada bagus bagus gue gak engage apa hubung platform persetan,0,0.999929666519165,Negative
909,sampis hanas we gocap belegug,0,0.999929666519165,Negative
910,andai rating yg lbh buruk dr gw kasih lbh minus dr biaya aplikasiny aja yg gde apk ny msh crash parah aplg buat war tiket tatacara ny sungguh satsetsatset efisien,0,0.9992274045944214,Negative
912,kali kalau udh nyantumin biaya platform yg mahal minimal server lu kuat buat tiketing,0,0.9989450573921204,Negative
913,bete kesel curang moga akhirat hukum berat nya,0,0.9999189376831055,Negative
917,kalian jahat bgt percuma aku nabung kalo kalian main ordal,0,0.9998983144760132,Negative
918,lo jelek banget pls gws aja,0,0.9999327659606934,Negative
920,jelek banget crash mulu buat beli tiket,0,0.9999351501464844,Negative
921,aplikasi elit war tiket sulit chuaakkkss minimal baik fiturnya mahal biaya platform doang hhuuuuuuuhhhhhh,0,0.999908447265625,Negative
922,sistem jelek harus kalo acara event besar konser ada sistem antre baik,0,0.9999055862426758,Negative
924,cs inisial br beri info valid alhasil tanggung biaya refund kompensasi sama sekali selesai yg jelas atas kasus kecewa,0,0.9998261332511902,Negative
925,payah banget plihan section aja pisah pake paket lain buat war tiket mana ngeblank gara buka pilih ganggu banget detik aja nyia in waktu abis tiket nya bukan mudah malah sulit,0,0.9999340772628784,Negative
926,payah buat konser crash terus,0,0.9999021291732788,Negative
927,kalau udah tau buat tempat war tiket tuh jangan bug dong pas mesan tiket masa qytnya udah klik qyt tampil error massage mesan mulai lebih batas,0,0.9999178647994995,Negative
933,kacaaau war tiket konser jadi ribet section vip cat cat perlu klik lihat paket lain bikin lama buat beli tiket syukur syukur gak pental keburu tiket habis awal udh pilih hari tp kalender yg nambah effort scroll trs banner kamu capai tiket nutupin button pesan,0,0.9999117851257324,Negative
934,sangat efisien war tiket konser ribet beberapa step yg gaperlu malah nambah titik timeout step yg udah laku ulang tahap lanjut letak alert ngehalangin button plisss baik systemnya,0,0.998626708984375,Negative
936,apa fungsi limit paylater aplikasi kalau tdk guna makin kesini kok ratingnya makin turun sy bantu turun yukuninstall tdkberguna paylaterselalumaintenance appmenyesatkanpelanggan,0,0.9998514652252197,Negative
942,limit paylater kalo mau lanjut bayar yg muncul malah kredivo sm akulaku terus linit paylater yg sini cmn buat pajang aja gt,0,0.9913314580917358,Negative
943,proses issued cepat harga sembunyi,0,0.9998949766159058,Negative
944,paylaternya guna klau guna jangan kasi saldo saldo jangan tanda aktiv udah bagus kemaren dipake malah sekarang bikin orang pindah app,0,0.9999220371246338,Negative
946,halo kak komplen cs tindak beli tiket pesawat lion domestik tadi pagi beli suruh masukin e ktp tiket pengaruh jelas detail,0,0.9999163150787354,Negative
947,promo pakai satu perangkat orang padahal salah satu guna aktif dulu nya,0,0.9998781681060791,Negative
948,proses tari dana rekening lama sekali,0,0.9999207258224487,Negative
949,aplikasi jgn pakai makin byk yg kena main jgn korban lg sy jg tipu beli ticket dufan yg annual pass pas beli informasi kl hrs aktif pas hari lg mau pakai nyata ticketnya hilang hilang baru tulis kl hrs aktif uang tdk bs komplen tdk direspon nyata ulas semua negative segera hapus aplikasi y tmn,0,0.9998989105224609,Negative
950,sistem payah beli tiket aja nunggu hari dalih maintenance minimal kompensasi lah mana gue beliin tiket buat temen ortu jd trust issue gue anjir kira gue gelap dana,0,0.9999313354492188,Negative
952,sebenernya paylatter pakai apa ga sih smpe skrg gabisa mulu,0,0.9999275207519531,Negative
953,min kalo tiket abis tulis abis jgn bilang tersediaaa parah luuu biasa nyusahin,0,0.9999347925186157,Negative
954,maaf bintang kantong tinggal impor bintang tunggu akhir maret bener paylater aktive guna blm bintang aku kandangin tp kl gas pol nang aku bawa,0,0.9998763799667358,Negative
956,gmn sih paylater kok gak gunain muncul akulaku sm kredivo,0,0.9999183416366577,Negative
958,vendor sewa mobil bal filter benar khusus vendor andhara jadi mobil bilang mobil proses refund belit belit,0,0.9997687935829163,Negative
959,udh x rescrdul gk jelas lu kira duit tinggal metik sumpah nyesel bngt beli tiket sini,0,0.9999351501464844,Negative
962,kecewa karna pas mesan maskapai jadi salah pas mesan refund reskejul,0,0.9999191761016846,Negative
963,usul program diskon baik upa cashback point jadi pakai utk order lanjut,1,0.9997865557670593,Positive
965,paylater kapan ngak guna lama sekali,0,0.999911904335022,Negative
966,tolak tiket pay later hapus data jgn disalahgunakan,0,0.999930739402771,Negative
967,bagus fast respon murah mudah akses,0,0.9995660185813904,Negative
969,minta check in sesuai habis tak uninstall apk,0,0.999923825263977,Negative
973,bot doang isi lama kecewaaa nj ng,0,0.9999357461929321,Negative
975,limid pay later klo buat sen pilih metode bayar pay later nya gk muncul yg muncul malah kredivo sm akulaku gmn sih,0,0.999830961227417,Negative
976,baru aja pakai udah kecewa sekali situ tera refund dana nya ehh yg tf rupiah potong refund smpe gilaa bnrrrr padahal udah jelas jam jam bilang aja mau maling mah,0,0.9999363422393799,Negative
978,coba sen sini habis semua coba stasiun langsung sia download apl,0,0.9999357461929321,Negative
979,sebel udah susah buru tiket mudik tp tiba dikabarin klo ga proses kursi dah abis ga bakal make,0,0.9999328851699829,Negative
981,aplikasi payaah hotel penuh aja pasang trlanjur pesan akhir suruh refund jangka waktu refund lama plus bagi uang kembali dlm bentuk point,0,0.999893069267273,Negative
983,bantu cari lokasi yg mau thx,0,0.5112254619598389,Negative
986,susah bgt buat sen tiket kereta buat mudik,0,0.9998624324798584,Negative
990,apa apa aku udh sen etiket udh keluar pas cek agen tulis tunggu bayar anjir lah uang ilang minus minus minus,0,0.9998786449432373,Negative
992,tiket paylater tangguh telat bayar ga pernah jadi ga pakai kecewa banget,0,0.9999350309371948,Negative
995,paylater sangat bantu tiap transaksi selalu gagal tolak aju,1,0.9846083521842957,Positive
996,live streaming full hitam apa yg tonton,1,0.9982773065567017,Positive
997,nonton streaming jkt full hitam bosque,0,0.9997524619102478,Negative
998,streaming ancur parah layar hitam,0,0.999931812286377,Negative
999,tiket tololll stream burik sering blank hitam,0,0.9999167919158936,Negative
1000,refund nya lambat minta untk dftr blipay nnt d kn d stu tpi saldo blipay tetap kosong,0,0.9999302625656128,Negative
1001,benerin live striming nya dong min masak jam item muluk refresh kagak mohon klarivikasi nya,0,0.9999251365661621,Negative
1003,aplikasi paling ganiat pernah punya,0,0.9999089241027832,Negative
1005,live streaming jkt layar hitam gin mulu gak ubah,0,0.9999319314956665,Negative
1007,sering boking tiket buat langgan harga tampil sesuai harga final biaya tambah jadi tekor alias rugi,0,0.999782145023346,Negative
1008,ah jelek kata murah nyata yg mahal dri aplikasi,0,0.9998242259025574,Negative
1009,dong sekali buat tiket kapal ferry asdp dlu kapal pelni sering sulit bayar tiket utama seberang jawa sumatera jawa bal,0,0.9999176263809204,Negative
1010,aplikasi jelas masa system  ga konect punya kai kecewa banget pesan tiket dlm satu gerbong no seat pilih jejer bayar kode booking cek via kai access kok nomer seat jadi pisah pisah jadi gerbong nomer seat ngacak klo sy berangkat sendiri ga masalah sy bawa bocah bayi komplain email lot jawab via wa center bot yg jawab hadeh email kaga yg jawab kicep,0,0.9998995065689087,Negative
1014,tambah opsi metode bayar bsi ty,0,0.9293140172958374,Negative
1019,belum tiket indodana paylater nya guna tp skrg gak guna lama lama aplikasi gak jelas,0,0.9999305009841919,Negative
1020,tanggung jawab tiket black pink mahal gak dapet kursi,0,0.9999340772628784,Negative
1021,suka sekali guna apk best pkoknya,1,0.9997780919075012,Positive
1026,tukang nilep duit nya tonton nih bos senggol donh,0,0.9997658133506775,Negative
1028,bom pernah kecewa sama harga yg tawar,0,0.9999072551727295,Negative
1029,proses refund tiket pesawat cepat,0,0.99983811378479,Negative
1030,login fb aja cukup kak gausah verifikasi nomor ponsel udah ga jaman sms verifikasi nomor telfon,0,0.999906063079834,Negative
1031,sangat kecewa refund dewa dr tahun kemaren realisasi,0,0.9999328851699829,Negative
1036,ngasih tiket palsu harga juta kok,0,0.9999126195907593,Negative
1037,dukung komplainer tiket gak gubris minta maaf aja gak kasih wkwkwkwk,0,0.9999330043792725,Negative
1039,laknat kalian promotor g benernya bikin acara konser ngatur kursi konser aja g becus kocak lu,0,0.9998276233673096,Negative
1044,promotor kacau no profesional jt duduk pagar gak mutu,0,0.9999338388442993,Negative
1046,minimal minta maaf tiket bp platinum jt duduk pagar,0,0.9998441934585571,Negative
1053,makin kesini makin bagus makin mudah cepat utk refund tp jangan lengah konsisten moga makin mudah sistem,1,0.9915363788604736,Positive
1056,kok payleternya guna pakai kredivo kok nggk mohon penjelasnnya,0,0.9999055862426758,Negative
1057,yah gak akses tiket kereta jadwal nya gak muncul,0,0.9999278783798218,Negative
1058,tiap hunting tiket lebaran selalu erorr pas klik lanjut coba coba ulang sama mending kyk kai access langsung buka ato loading lama muncul masuk situs pilih tiket ujung nya paa klik lanjut selalu error,0,0.9999195337295532,Negative
1062,daftar tumpang tambah jangan cuma orang dewasa kalau orang,0,0.9999111890792847,Negative
1063,kacau ganggu mlu gmna mau beli tiket,0,0.9999202489852905,Negative
1064,kacaauuuu beli tiket kereta berangkat mudik udh bain begadang udh dapet no bangku malah dibatalin ajah tiba notifikasi refund refundnya ga full enak banget maen batal in pihak,0,0.9999324083328247,Negative
1065,layan bagus langsung refund kalau masalah hotel inap,0,0.9998829364776611,Negative
1066,gak daerah menado sulawesi utara dijakarta bal sekitar yg lihat sewa apartemen villa cottage mohon jelas buka,0,0.999830961227417,Negative
1067,mau pesan semua tiket tiket com aja harga murah mudah pesan tiket com is the besss,1,0.9998481273651123,Positive
1068,mesan kereta masalah tindak lanjut email cs gk respon nelfon cs bla bla bla action mesan aplikasi terus proses e tiket sampe bumi punah,0,0.9999301433563232,Negative
1071,yah streaming jkt malah layar cuma hitam untung udh nonton tengah jadi g terlalu rugi rugi dong kasih jawab masalah,0,0.9999282360076904,Negative
1072,buruk banget order tiket kereta susah susah tiba tiba refund alas tiket gagal terbit sangat profesional,0,0.9999295473098755,Negative
1074,war ticket kai jam dini hari udah dapet tinggal nunggu e tiket e tiket kaga terbit lapor cs nya refund refundnya kata cs pertama hari kerja follow up cs yg hari kerja kata reshcedule nyata tanggepin jawab template nama rugi konsumen kalau war ticket mah tak masalah waktu lebaran plin plan banget,0,0.9996106028556824,Negative
1075,order gagal terus entah eror lah sistem gagal pakai gopay lah ini biasa by website aja udh booking smpai udh download apk nya tetep masalah jauh lbh bagus order belah,0,0.999915599822998,Negative
1076,beli tiket hotel pas hotel tolak gajelas ni aplikasi,0,0.9999188184738159,Negative
1079,aplikasi yg sangat bantu trafeling,0,0.9497525691986084,Negative
1081,parah kecewa banget udah bain begadang nyari tiket lebaran udah dapet udah payment tinggal nunggu e tiket doang eh tiba email kalau mesan hasil woyy sistem baik sama rugi langgan udah kapok gue sen aplikasi parah banget sistem sangat sangat buruk kalo bintang gue kasih tuh bintang gak mutu,0,0.9999387264251709,Negative
1082,beli tiket bayar pakai mbangking ett batalin jam lebih batalin yah gak like,0,0.9999330043792725,Negative
1083,aplikasi jelek banget udah susah sen tiket kereta udah bayar tiba info kalo hasil terus minta aktivin blipay buat refundnya aja bayar langsung pake mbanking sengaja gagal terus ribet minta kembali dana kalo bintang minus kasih minus deh jelek banget,0,0.999933123588562,Negative
1084,kecewa banget refund doble boking dapet persen kecewa asli,0,0.9999204874038696,Negative
1085,parah pas buka mo pesan tanggal setel bulan mei ga bulan sekarag,0,0.9999282360076904,Negative
1086,bayar hasil e ticket ga muncul jam kemudian tiba tiba hasil terbit refund sih gampang tanggung jawab kuota mudik php aplikasi,0,0.9999109506607056,Negative
1087,baru buat akun baru lgsg transaksi beli hotel proses jalan cepat ga pake lama krn bayar pake trf virtual account jadi proses bayar langsung lancar cepat lgsg verifikasi sama pihak hotel lgsg check in deh walaupun promo kurang banyak harga tdk murah aplikasi tp krn proses cepat ga ribet udah beli sini aja lah,1,0.9996302127838135,Positive
1088,udh bayar tp gak dapet tiket,0,0.9999173879623413,Negative
1089,gua donlot agoda ngapain rekom tiket lol,0,0.9999145269393921,Negative
1090,udah bayar tiket kereta jam kemudian email mesan hasil mana saldo udah potong udah dm instagram twitter mention twitter komen ig respon,0,0.9998667240142822,Negative
1091,iklan ganggu banget gk buka apk aja tiba tuh iklan,0,0.9999215602874756,Negative
1094,so far so good mantabbbbb,1,0.9995026588439941,Positive
1098,terlalu tele cuma mau sen tiket kereta buat mudik aja susah nya pakai palikasi,0,0.9999207258224487,Negative
1099,mau sen tiket aja gagal terus,0,0.9999357461929321,Negative
1100,kecewa masa beli tiket kai jam lebih dapet kode booking kan gak jelas gilir telpon cs nya gak nyambung nyambung ehh tiba tiba dapet email bayar gagal terus refund ngikutin sop malah gak cair cair padahal udah nunggu jam lebih buat refund nya aplikasi jelek sekaaaaaaaliiiiii kalau bintang kasih bintang aja,0,0.999936580657959,Negative
1102,gua order tiket kereta udh bayar tp ga nongol tiket nya gliran mau refund ga diksih nmr id refund jelek banget si aplikasi ditlpn cs nya dtnya baik nmr refund ga dksih gliran sekarang duit rb lenyap,0,0.9999275207519531,Negative
1103,parah sumpah parah aplikasi nipu masa susah bayar sesuai harga pesanaj datang hotel malah tagih bayar parah kacau,0,0.9999343156814575,Negative
1105,padahal kredit skor bagus mau coba paylater malah nonaktif berita lebih,0,0.9999372959136963,Negative
1108,harga tiket pesawat lebih murah banyak promonya,1,0.9998358488082886,Positive
1110,very good application handling is also very fast highly recommended,0,0.9998465776443481,Negative
1111,jelek susah mau tiket jg auto uninstal,0,0.9999407529830933,Negative
1113,keweca aplk sen tiket kereta buat keluarga org dapet tempat duduk ngacak depan belakang opsi pilih kursi ga pencet langsung arah lanjut bayar tolonk baik sytemnya,0,0.999620795249939,Negative
1115,siip mohon izin klu tiket kapal laut mudah utk booking pakai,1,0.9988586902618408,Positive
1118,pesan kereta api gak terus padahal data semua lengkap sesuai dong bantu biar lancar,0,0.999799907207489,Negative
1119,mau nyari tiket buat lebaran masalah terus pagi sampe malem nyari tiket masa loading terus,0,0.9999357461929321,Negative
1121,sampah main x pesan x bayar x cancel x cs susah hubung uang tak kunjung,0,0.9999200105667114,Negative
1123,beli tiket nya sini proses refund bulan bulan kq balik bal tanggungjawabnya,0,0.9970256686210632,Negative
1124,temu tiket pesawat yg murah bayar mudah,1,0.9998007416725159,Positive
1125,kasih bintang dlu dsini yg pernah aju refund gk utk batal tiket hotel trus cair nya brp hr soal liat ulas banyak yg bilang gk cair,0,0.9993981122970581,Negative
1127,coba bintang klo sesuai janji iklan tambah klo gak sesuai buang ksrna comen comen yg jelas hannya palsu belaka,0,0.9998457431793213,Negative
1128,ud cancel maskapai tp ga tindak lanujut dr pihak aplikasi kecewa sekali langsung uninstal ga bakal perna instal lg percaya konsumen paling penting buah bisnis moga ingat tim menajemennya,0,0.9998960494995117,Negative
1131,baru mau sen ga jd bintang semua,0,0.9999178647994995,Negative
1133,sedia tiket kereta api ekonomi ka sri tanjung padahal banyak masyarakat ekonomi lemah negeri,0,0.9999103546142578,Negative
1135,sangat bantu mudah pergi tinggal pesan knpa dr sblm lebaran paylater tdk guna tp tulis aktif,1,0.9975125789642334,Positive
1137,order tiket internasional bayar jam sesuai digit terahir tagih email tagih wa terima e tiket nyata komplain jumlah yg bayar beda digit tagih aplikasi alhasil anggap bayar cs cuma refund sesuai biaya yg bayar untung lah jadi blipay hari rugi yg perlu dadak mohon baik,0,0.9997971653938293,Negative
1138,baru coba login pas isi tanggal lahir ga mau ubah tetap aja tanggal maret apa coba kesel banget,0,0.9999123811721802,Negative
1140,bilang nya diskon gledek ditungguin malah makin mahal hoax aja promonya,0,0.9999270439147949,Negative
1141,tau aplikasi gimana saya kurang mau pergi naik kapal sini engga baru baru ulas terima kasih,0,0.9999240636825562,Negative
1142,masalah ga selesai malah blokir nice,0,0.9999316930770874,Negative
1145,sangat kecewa aku udah tf uang booking hotel reddorz parapat sumatra utara pas cekin tempat malah sistem kata aku cancel kaget dong uda bayar mau refund aja lama banget proses nya pokok nya ga mau aku pake developer kapok,0,0.9999358654022217,Negative
1150,kanapa gk beli tiket bola tiket com yg bantu gak,0,0.9999122619628906,Negative
1153,layan nya jelek mw wa cs nya ajh belit susah nya minta ampun kalo gk bintang q kasi gk bintang,0,0.9999406337738037,Negative
